"Sample_1"	"Sample_2"	"Sample_3"	"Sample_4"	"Sample_5"	"Sample_6"	"Sample_7"	"Sample_8"	"Sample_9"
"ENSG00000000419.12|DPM1"	9.61520441460429	9.4020893431281	8.75170766289928	8.66414069576273	9.13378851543695	8.80928915892083	9.1284221765586	8.74559571249846	8.82794216685351
"ENSG00000000457.13|SCYL3"	6.93088154587747	6.76470090824379	5.38286829001664	6.13661852100098	6.8838875343564	7.19202247187936	6.51239654448024	6.88092589337805	6.4905356275971
"ENSG00000000460.16|C1orf112"	6.03706915836185	6.2664690766001	5.17005932433974	6.07237406317178	5.9626540282601	5.9995677790918	5.48384539084626	6.2844687986559	6.06842882656611
"ENSG00000000938.12|FGR"	11.1636351013645	11.2780400828097	12.6768354541003	13.0003365574235	12.2085948181182	12.5866637306659	12.2041977286322	13.2134795668036	13.1336502153441
"ENSG00000000971.15|CFH"	2.87819356940073	3.17242918686209	3.07089578827444	3.23832581903597	2.87919782906461	3.08048901887516	3.07091109737343	2.96766872457281	3.06848480982761
"ENSG00000001036.13|FUCA2"	9.09357132074652	8.14971199259037	9.57398810004179	9.49288200321523	8.20334499110703	8.5718840412152	8.6271291543632	10.002785015265	9.43868627576441
"ENSG00000001084.10|GCLC"	6.59525685417641	6.91696888317591	5.47681676344375	6.04066526126128	5.98755722752652	6.59837886365625	6.05827995468775	6.17996219050342	6.2575988775849
"ENSG00000001167.14|NFYA"	6.83129300234218	5.88683810239123	6.64693016563566	6.51851308481048	6.0262545324035	7.18884522325951	6.26461301128869	6.21549435511194	6.3139254195072
"ENSG00000001460.17|STPG1"	5.7963289793419	4.95995641241017	4.72951836598495	6.15189934108772	6.18608003049552	5.34793998859563	5.19725432528908	5.33666386237473	4.70316769943814
"ENSG00000001461.16|NIPAL3"	9.04193626812738	8.80609232493932	8.57715261866291	9.47937688697069	9.68068697140868	9.71070834126815	10.1466513821907	9.12782470557212	9.14981046873991
